abilities,detailPageURL,weight,weakness,height,collectibles_slug,featured,name,ThumbnailAltText,ThumbnailImage,slug,type
Pressure,/us/pokedex/zapdos,116,Ice,63,zapdos,true,Zapdos,Zapdos,http://assets.pokemon.com/assets/cms2/img/pokedex/detail/145.png,zapdos,electric
Pressure,/us/pokedex/moltres,132.3,Rock,79,moltres,true,Moltres,Moltres,http://assets.pokemon.com/assets/cms2/img/pokedex/detail/146.png,moltres,fire
Shed Skin,/us/pokedex/dratini,7.3,Dragon,71,dratini,true,Dratini,Dratini,http://assets.pokemon.com/assets/cms2/img/pokedex/detail/147.png,dratini,dragon
Shed Skin,/us/pokedex/dragonair,36.4,Dragon,157,dragonair,true,Dragonair,Dragonair,http://assets.pokemon.com/assets/cms2/img/pokedex/detail/148.png,dragonair,dragon
Inner Focus,/us/pokedex/dragonite,463,Ice,87,dragonite,true,Dragonite,Dragonite,http://assets.pokemon.com/assets/cms2/img/pokedex/detail/149.png,dragonite,dragon
Insomnia,/us/pokedex/mewtwo,72.8,Ghost,59,mewtwo,true,Mewtwo,Mewtwo,http://assets.pokemon.com/assets/cms2/img/pokedex/detail/150.png,mewtwo,psychic
Steadfast,/us/pokedex/mewtwo,280,Ghost,91,mewtwo,true,Mewtwo,Mewtwo,http://assets.pokemon.com/assets/cms2/img/pokedex/detail/150.png,mewtwo,psychic
Pressure,/us/pokedex/mewtwo,269,Bug,79,mewtwo,true,Mewtwo,Mewtwo,http://assets.pokemon.com/assets/cms2/img/pokedex/detail/150.png,mewtwo,psychic
Synchronize,/us/pokedex/mew,8.8,Bug,16,mew,true,Mew,Mew,http://assets.pokemon.com/assets/cms2/img/pokedex/detail/151.png,mew,psychic
Overgrow,/us/pokedex/chikorita,14.1,Bug,35,chikorita,true,Chikorita,Chikorita,http://assets.pokemon.com/assets/cms2/img/pokedex/detail/152.png,chikorita,grass
Overgrow,/us/pokedex/bayleef,34.8,Bug,47,bayleef,true,Bayleef,Bayleef,http://assets.pokemon.com/assets/cms2/img/pokedex/detail/153.png,bayleef,grass
Overgrow,/us/pokedex/meganium,221.6,Bug,71,meganium,true,Meganium,Meganium,http://assets.pokemon.com/assets/cms2/img/pokedex/detail/154.png,meganium,grass
Blaze,/us/pokedex/cyndaquil,17.4,Ground,20,cyndaquil,true,Cyndaquil,Cyndaquil,http://assets.pokemon.com/assets/cms2/img/pokedex/detail/155.png,cyndaquil,fire
Blaze,/us/pokedex/quilava,41.9,Ground,35,quilava,true,Quilava,Quilava,http://assets.pokemon.com/assets/cms2/img/pokedex/detail/156.png,quilava,fire
Blaze,/us/pokedex/typhlosion,175.3,Ground,67,typhlosion,true,Typhlosion,Typhlosion,http://assets.pokemon.com/assets/cms2/img/pokedex/detail/157.png,typhlosion,fire
Torrent,/us/pokedex/totodile,20.9,Electric,24,totodile,true,Totodile,Totodile,http://assets.pokemon.com/assets/cms2/img/pokedex/detail/158.png,totodile,water
Torrent,/us/pokedex/croconaw,55.1,Electric,43,croconaw,true,Croconaw,Croconaw,http://assets.pokemon.com/assets/cms2/img/pokedex/detail/159.png,croconaw,water
Torrent,/us/pokedex/feraligatr,195.8,Electric,91,feraligatr,true,Feraligatr,Feraligatr,http://assets.pokemon.com/assets/cms2/img/pokedex/detail/160.png,feraligatr,water
Keen Eye,/us/pokedex/sentret,13.2,Fighting,31,sentret,true,Sentret,Sentret,http://assets.pokemon.com/assets/cms2/img/pokedex/detail/161.png,sentret,normal
Keen Eye,/us/pokedex/furret,71.6,Fighting,71,furret,true,Furret,Furret,http://assets.pokemon.com/assets/cms2/img/pokedex/detail/162.png,furret,normal
Insomnia,/us/pokedex/hoothoot,46.7,Electric,28,hoothoot,true,Hoothoot,Hoothoot,http://assets.pokemon.com/assets/cms2/img/pokedex/detail/163.png,hoothoot,normal
Insomnia,/us/pokedex/noctowl,89.9,Electric,63,noctowl,true,Noctowl,Noctowl,http://assets.pokemon.com/assets/cms2/img/pokedex/detail/164.png,noctowl,normal
Early Bird,/us/pokedex/ledyba,23.8,Rock,39,ledyba,true,Ledyba,Ledyba,http://assets.pokemon.com/assets/cms2/img/pokedex/detail/165.png,ledyba,bug
Early Bird,/us/pokedex/ledian,78.5,Rock,55,ledian,true,Ledian,Ledian,http://assets.pokemon.com/assets/cms2/img/pokedex/detail/166.png,ledian,bug
Insomnia,/us/pokedex/spinarak,18.7,Fire,20,spinarak,true,Spinarak,Spinarak,http://assets.pokemon.com/assets/cms2/img/pokedex/detail/167.png,spinarak,bug
Insomnia,/us/pokedex/ariados,73.9,Fire,43,ariados,true,Ariados,Ariados,http://assets.pokemon.com/assets/cms2/img/pokedex/detail/168.png,ariados,bug
Inner Focus,/us/pokedex/crobat,165.3,Electric,71,crobat,true,Crobat,Crobat,http://assets.pokemon.com/assets/cms2/img/pokedex/detail/169.png,crobat,poison
Illuminate,/us/pokedex/chinchou,26.5,Grass,20,chinchou,true,Chinchou,Chinchou,http://assets.pokemon.com/assets/cms2/img/pokedex/detail/170.png,chinchou,water
Illuminate,/us/pokedex/lanturn,49.6,Grass,47,lanturn,true,Lanturn,Lanturn,http://assets.pokemon.com/assets/cms2/img/pokedex/detail/171.png,lanturn,water
Static,/us/pokedex/pichu,4.4,Ground,12,pichu,true,Pichu,Pichu,http://assets.pokemon.com/assets/cms2/img/pokedex/detail/172.png,pichu,electric
Cute Charm,/us/pokedex/cleffa,6.6,Steel,12,cleffa,true,Cleffa,Cleffa,http://assets.pokemon.com/assets/cms2/img/pokedex/detail/173.png,cleffa,fairy
Competitive,/us/pokedex/igglybuff,2.2,Steel,12,igglybuff,true,Igglybuff,Igglybuff,http://assets.pokemon.com/assets/cms2/img/pokedex/detail/174.png,igglybuff,normal
Hustle,/us/pokedex/togepi,3.3,Steel,12,togepi,true,Togepi,Togepi,http://assets.pokemon.com/assets/cms2/img/pokedex/detail/175.png,togepi,fairy
Hustle,/us/pokedex/togetic,7.1,Electric,24,togetic,true,Togetic,Togetic,http://assets.pokemon.com/assets/cms2/img/pokedex/detail/176.png,togetic,fairy
Early Bird,/us/pokedex/natu,4.4,Dark,8,natu,true,Natu,Natu,http://assets.pokemon.com/assets/cms2/img/pokedex/detail/177.png,natu,psychic
Early Bird,/us/pokedex/xatu,33.1,Dark,59,xatu,true,Xatu,Xatu,http://assets.pokemon.com/assets/cms2/img/pokedex/detail/178.png,xatu,psychic
Static,/us/pokedex/mareep,17.2,Ground,24,mareep,true,Mareep,Mareep,http://assets.pokemon.com/assets/cms2/img/pokedex/detail/179.png,mareep,electric
Static,/us/pokedex/flaaffy,29.3,Ground,31,flaaffy,true,Flaaffy,Flaaffy,http://assets.pokemon.com/assets/cms2/img/pokedex/detail/180.png,flaaffy,electric
Mold Breaker,/us/pokedex/ampharos,135.6,Fairy,55,ampharos,true,Ampharos,Ampharos,http://assets.pokemon.com/assets/cms2/img/pokedex/detail/181.png,ampharos,electric
Static,/us/pokedex/ampharos,135.6,Ground,55,ampharos,true,Ampharos,Ampharos,http://assets.pokemon.com/assets/cms2/img/pokedex/detail/181.png,ampharos,electric
Chlorophyll,/us/pokedex/bellossom,12.8,Bug,16,bellossom,true,Bellossom,Bellossom,http://assets.pokemon.com/assets/cms2/img/pokedex/detail/182.png,bellossom,grass
Huge Power,/us/pokedex/marill,18.7,Electric,16,marill,true,Marill,Marill,http://assets.pokemon.com/assets/cms2/img/pokedex/detail/183.png,marill,water
Huge Power,/us/pokedex/azumarill,62.8,Electric,31,azumarill,true,Azumarill,Azumarill,http://assets.pokemon.com/assets/cms2/img/pokedex/detail/184.png,azumarill,water
Rock Head,/us/pokedex/sudowoodo,83.8,Fighting,47,sudowoodo,true,Sudowoodo,Sudowoodo,http://assets.pokemon.com/assets/cms2/img/pokedex/detail/185.png,sudowoodo,rock
Damp,/us/pokedex/politoed,74.7,Electric,43,politoed,true,Politoed,Politoed,http://assets.pokemon.com/assets/cms2/img/pokedex/detail/186.png,politoed,water
Chlorophyll,/us/pokedex/hoppip,1.1,Ice,16,hoppip,true,Hoppip,Hoppip,http://assets.pokemon.com/assets/cms2/img/pokedex/detail/187.png,hoppip,grass
Chlorophyll,/us/pokedex/skiploom,2.2,Ice,24,skiploom,true,Skiploom,Skiploom,http://assets.pokemon.com/assets/cms2/img/pokedex/detail/188.png,skiploom,grass
Chlorophyll,/us/pokedex/jumpluff,6.6,Ice,31,jumpluff,true,Jumpluff,Jumpluff,http://assets.pokemon.com/assets/cms2/img/pokedex/detail/189.png,jumpluff,grass
Pickup,/us/pokedex/aipom,25.4,Fighting,31,aipom,true,Aipom,Aipom,http://assets.pokemon.com/assets/cms2/img/pokedex/detail/190.png,aipom,normal
Chlorophyll,/us/pokedex/sunkern,4,Bug,12,sunkern,true,Sunkern,Sunkern,http://assets.pokemon.com/assets/cms2/img/pokedex/detail/191.png,sunkern,grass
Chlorophyll,/us/pokedex/sunflora,18.7,Bug,31,sunflora,true,Sunflora,Sunflora,http://assets.pokemon.com/assets/cms2/img/pokedex/detail/192.png,sunflora,grass
Compound Eyes,/us/pokedex/yanma,83.8,Rock,47,yanma,true,Yanma,Yanma,http://assets.pokemon.com/assets/cms2/img/pokedex/detail/193.png,yanma,bug
Damp,/us/pokedex/wooper,18.7,Grass,16,wooper,true,Wooper,Wooper,http://assets.pokemon.com/assets/cms2/img/pokedex/detail/194.png,wooper,water
Damp,/us/pokedex/quagsire,165.3,Grass,55,quagsire,true,Quagsire,Quagsire,http://assets.pokemon.com/assets/cms2/img/pokedex/detail/195.png,quagsire,water
Synchronize,/us/pokedex/espeon,58.4,Bug,35,espeon,true,Espeon,Espeon,http://assets.pokemon.com/assets/cms2/img/pokedex/detail/196.png,espeon,psychic
Synchronize,/us/pokedex/umbreon,59.5,Fighting,39,umbreon,true,Umbreon,Umbreon,http://assets.pokemon.com/assets/cms2/img/pokedex/detail/197.png,umbreon,dark
Insomnia,/us/pokedex/murkrow,4.6,Electric,20,murkrow,true,Murkrow,Murkrow,http://assets.pokemon.com/assets/cms2/img/pokedex/detail/198.png,murkrow,dark
Oblivious,/us/pokedex/slowking,175.3,Bug,79,slowking,true,Slowking,Slowking,http://assets.pokemon.com/assets/cms2/img/pokedex/detail/199.png,slowking,water
Levitate,/us/pokedex/misdreavus,2.2,Dark,28,misdreavus,true,Misdreavus,Misdreavus,http://assets.pokemon.com/assets/cms2/img/pokedex/detail/200.png,misdreavus,ghost
Levitate,/us/pokedex/unown,11,Bug,20,unown,true,Unown,Unown,http://assets.pokemon.com/assets/cms2/img/pokedex/detail/201.png,unown,psychic
Shadow Tag,/us/pokedex/wobbuffet,62.8,Bug,51,wobbuffet,true,Wobbuffet,Wobbuffet,http://assets.pokemon.com/assets/cms2/img/pokedex/detail/202.png,wobbuffet,psychic
Early Bird,/us/pokedex/girafarig,91.5,Bug,59,girafarig,true,Girafarig,Girafarig,http://assets.pokemon.com/assets/cms2/img/pokedex/detail/203.png,girafarig,normal
Sturdy,/us/pokedex/pineco,15.9,Fire,24,pineco,true,Pineco,Pineco,http://assets.pokemon.com/assets/cms2/img/pokedex/detail/204.png,pineco,bug
Sturdy,/us/pokedex/forretress,277.3,Fire,47,forretress,true,Forretress,Forretress,http://assets.pokemon.com/assets/cms2/img/pokedex/detail/205.png,forretress,bug
Run Away,/us/pokedex/dunsparce,30.9,Fighting,59,dunsparce,true,Dunsparce,Dunsparce,http://assets.pokemon.com/assets/cms2/img/pokedex/detail/206.png,dunsparce,normal
Hyper Cutter,/us/pokedex/gligar,142.9,Ice,43,gligar,true,Gligar,Gligar,http://assets.pokemon.com/assets/cms2/img/pokedex/detail/207.png,gligar,ground
Sand Force,/us/pokedex/steelix,1631.4,Fire,413,steelix,true,Steelix,Steelix,http://assets.pokemon.com/assets/cms2/img/pokedex/detail/208.png,steelix,steel
Rock Head,/us/pokedex/steelix,881.8,Fighting,362,steelix,true,Steelix,Steelix,http://assets.pokemon.com/assets/cms2/img/pokedex/detail/208.png,steelix,steel
Intimidate,/us/pokedex/snubbull,17.2,Steel,24,snubbull,true,Snubbull,Snubbull,http://assets.pokemon.com/assets/cms2/img/pokedex/detail/209.png,snubbull,fairy
Intimidate,/us/pokedex/granbull,107.4,Steel,55,granbull,true,Granbull,Granbull,http://assets.pokemon.com/assets/cms2/img/pokedex/detail/210.png,granbull,fairy
Poison Point,/us/pokedex/qwilfish,8.6,Electric,20,qwilfish,true,Qwilfish,Qwilfish,http://assets.pokemon.com/assets/cms2/img/pokedex/detail/211.png,qwilfish,water
Technician,/us/pokedex/scizor,275.6,Fire,79,scizor,true,Scizor,Scizor,http://assets.pokemon.com/assets/cms2/img/pokedex/detail/212.png,scizor,bug
Swarm,/us/pokedex/scizor,260.1,Fire,71,scizor,true,Scizor,Scizor,http://assets.pokemon.com/assets/cms2/img/pokedex/detail/212.png,scizor,bug
Gluttony,/us/pokedex/shuckle,45.2,Rock,24,shuckle,true,Shuckle,Shuckle,http://assets.pokemon.com/assets/cms2/img/pokedex/detail/213.png,shuckle,bug
Skill Link,/us/pokedex/heracross,137.8,Fire,67,heracross,true,Heracross,Heracross,http://assets.pokemon.com/assets/cms2/img/pokedex/detail/214.png,heracross,bug
Guts,/us/pokedex/heracross,119,Flying,59,heracross,true,Heracross,Heracross,http://assets.pokemon.com/assets/cms2/img/pokedex/detail/214.png,heracross,bug
Inner Focus,/us/pokedex/sneasel,61.7,Fighting,35,sneasel,true,Sneasel,Sneasel,http://assets.pokemon.com/assets/cms2/img/pokedex/detail/215.png,sneasel,dark
Pickup,/us/pokedex/teddiursa,19.4,Fighting,24,teddiursa,true,Teddiursa,Teddiursa,http://assets.pokemon.com/assets/cms2/img/pokedex/detail/216.png,teddiursa,normal
Guts,/us/pokedex/ursaring,277.3,Fighting,71,ursaring,true,Ursaring,Ursaring,http://assets.pokemon.com/assets/cms2/img/pokedex/detail/217.png,ursaring,normal
Flame Body,/us/pokedex/slugma,77.2,Ground,28,slugma,true,Slugma,Slugma,http://assets.pokemon.com/assets/cms2/img/pokedex/detail/218.png,slugma,fire
Flame Body,/us/pokedex/magcargo,121.3,Ground,31,magcargo,true,Magcargo,Magcargo,http://assets.pokemon.com/assets/cms2/img/pokedex/detail/219.png,magcargo,fire
Oblivious,/us/pokedex/swinub,14.3,Fighting,16,swinub,true,Swinub,Swinub,http://assets.pokemon.com/assets/cms2/img/pokedex/detail/220.png,swinub,ice
Oblivious,/us/pokedex/piloswine,123,Fighting,43,piloswine,true,Piloswine,Piloswine,http://assets.pokemon.com/assets/cms2/img/pokedex/detail/221.png,piloswine,ice
Hustle,/us/pokedex/corsola,11,Grass,24,corsola,true,Corsola,Corsola,http://assets.pokemon.com/assets/cms2/img/pokedex/detail/222.png,corsola,water
Hustle,/us/pokedex/remoraid,26.5,Electric,24,remoraid,true,Remoraid,Remoraid,http://assets.pokemon.com/assets/cms2/img/pokedex/detail/223.png,remoraid,water
Sniper,/us/pokedex/octillery,62.8,Electric,35,octillery,true,Octillery,Octillery,http://assets.pokemon.com/assets/cms2/img/pokedex/detail/224.png,octillery,water
Hustle,/us/pokedex/delibird,35.3,Rock,35,delibird,true,Delibird,Delibird,http://assets.pokemon.com/assets/cms2/img/pokedex/detail/225.png,delibird,ice
Swift Swim,/us/pokedex/mantine,485,Electric,83,mantine,true,Mantine,Mantine,http://assets.pokemon.com/assets/cms2/img/pokedex/detail/226.png,mantine,water
Keen Eye,/us/pokedex/skarmory,111.3,Electric,67,skarmory,true,Skarmory,Skarmory,http://assets.pokemon.com/assets/cms2/img/pokedex/detail/227.png,skarmory,steel
Early Bird,/us/pokedex/houndour,23.8,Fighting,24,houndour,true,Houndour,Houndour,http://assets.pokemon.com/assets/cms2/img/pokedex/detail/228.png,houndour,dark
Solar Power,/us/pokedex/houndoom,109.1,Fighting,75,houndoom,true,Houndoom,Houndoom,http://assets.pokemon.com/assets/cms2/img/pokedex/detail/229.png,houndoom,dark
Early Bird,/us/pokedex/houndoom,77.2,Fighting,55,houndoom,true,Houndoom,Houndoom,http://assets.pokemon.com/assets/cms2/img/pokedex/detail/229.png,houndoom,dark
Sniper,/us/pokedex/kingdra,335.1,Dragon,71,kingdra,true,Kingdra,Kingdra,http://assets.pokemon.com/assets/cms2/img/pokedex/detail/230.png,kingdra,water
Pickup,/us/pokedex/phanpy,73.9,Grass,20,phanpy,true,Phanpy,Phanpy,http://assets.pokemon.com/assets/cms2/img/pokedex/detail/231.png,phanpy,ground
Sturdy,/us/pokedex/donphan,264.6,Grass,43,donphan,true,Donphan,Donphan,http://assets.pokemon.com/assets/cms2/img/pokedex/detail/232.png,donphan,ground
Download,/us/pokedex/porygon2,71.6,Fighting,24,porygon2,true,Porygon2,Porygon2,http://assets.pokemon.com/assets/cms2/img/pokedex/detail/233.png,porygon2,normal
Frisk,/us/pokedex/stantler,157,Fighting,55,stantler,true,Stantler,Stantler,http://assets.pokemon.com/assets/cms2/img/pokedex/detail/234.png,stantler,normal
Own Tempo,/us/pokedex/smeargle,127.9,Fighting,47,smeargle,true,Smeargle,Smeargle,http://assets.pokemon.com/assets/cms2/img/pokedex/detail/235.png,smeargle,normal
Guts,/us/pokedex/tyrogue,46.3,Flying,28,tyrogue,true,Tyrogue,Tyrogue,http://assets.pokemon.com/assets/cms2/img/pokedex/detail/236.png,tyrogue,fighting
Intimidate,/us/pokedex/hitmontop,105.8,Flying,55,hitmontop,true,Hitmontop,Hitmontop,http://assets.pokemon.com/assets/cms2/img/pokedex/detail/237.png,hitmontop,fighting
Forewarn,/us/pokedex/smoochum,13.2,Bug,16,smoochum,true,Smoochum,Smoochum,http://assets.pokemon.com/assets/cms2/img/pokedex/detail/238.png,smoochum,ice
Static,/us/pokedex/elekid,51.8,Ground,24,elekid,true,Elekid,Elekid,http://assets.pokemon.com/assets/cms2/img/pokedex/detail/239.png,elekid,electric
Flame Body,/us/pokedex/magby,47.2,Ground,28,magby,true,Magby,Magby,http://assets.pokemon.com/assets/cms2/img/pokedex/detail/240.png,magby,fire
Scrappy,/us/pokedex/miltank,166.4,Fighting,47,miltank,true,Miltank,Miltank,http://assets.pokemon.com/assets/cms2/img/pokedex/detail/241.png,miltank,normal
Natural Cure,/us/pokedex/blissey,103.2,Fighting,59,blissey,true,Blissey,Blissey,http://assets.pokemon.com/assets/cms2/img/pokedex/detail/242.png,blissey,normal
Pressure,/us/pokedex/raikou,392.4,Ground,75,raikou,true,Raikou,Raikou,http://assets.pokemon.com/assets/cms2/img/pokedex/detail/243.png,raikou,electric
Pressure,/us/pokedex/entei,436.5,Ground,83,entei,true,Entei,Entei,http://assets.pokemon.com/assets/cms2/img/pokedex/detail/244.png,entei,fire
Pressure,/us/pokedex/suicune,412.3,Electric,79,suicune,true,Suicune,Suicune,http://assets.pokemon.com/assets/cms2/img/pokedex/detail/245.png,suicune,water
Guts,/us/pokedex/larvitar,158.7,Grass,24,larvitar,true,Larvitar,Larvitar,http://assets.pokemon.com/assets/cms2/img/pokedex/detail/246.png,larvitar,rock
Shed Skin,/us/pokedex/pupitar,335.1,Grass,47,pupitar,true,Pupitar,Pupitar,http://assets.pokemon.com/assets/cms2/img/pokedex/detail/247.png,pupitar,rock
Sand Stream,/us/pokedex/tyranitar,562.2,Steel,98,tyranitar,true,Tyranitar,Tyranitar,http://assets.pokemon.com/assets/cms2/img/pokedex/detail/248.png,tyranitar,rock
Sand Stream,/us/pokedex/tyranitar,445.3,Fighting,79,tyranitar,true,Tyranitar,Tyranitar,http://assets.pokemon.com/assets/cms2/img/pokedex/detail/248.png,tyranitar,rock
Pressure,/us/pokedex/lugia,476.2,Dark,205,lugia,true,Lugia,Lugia,http://assets.pokemon.com/assets/cms2/img/pokedex/detail/249.png,lugia,psychic
Pressure,/us/pokedex/ho-oh,438.7,Rock,150,ho-oh,true,Ho-Oh,Ho-Oh,http://assets.pokemon.com/assets/cms2/img/pokedex/detail/250.png,ho-oh,fire
Natural Cure,/us/pokedex/celebi,11,Bug,24,celebi,true,Celebi,Celebi,http://assets.pokemon.com/assets/cms2/img/pokedex/detail/251.png,celebi,psychic
Overgrow,/us/pokedex/treecko,11,Bug,20,treecko,true,Treecko,Treecko,http://assets.pokemon.com/assets/cms2/img/pokedex/detail/252.png,treecko,grass
Overgrow,/us/pokedex/grovyle,47.6,Bug,35,grovyle,true,Grovyle,Grovyle,http://assets.pokemon.com/assets/cms2/img/pokedex/detail/253.png,grovyle,grass
Lightning Rod,/us/pokedex/sceptile,121.7,Flying,75,sceptile,true,Sceptile,Sceptile,http://assets.pokemon.com/assets/cms2/img/pokedex/detail/254.png,sceptile,grass
Overgrow,/us/pokedex/sceptile,115.1,Bug,67,sceptile,true,Sceptile,Sceptile,http://assets.pokemon.com/assets/cms2/img/pokedex/detail/254.png,sceptile,grass
Blaze,/us/pokedex/torchic,5.5,Ground,16,torchic,true,Torchic,Torchic,http://assets.pokemon.com/assets/cms2/img/pokedex/detail/255.png,torchic,fire
Blaze,/us/pokedex/combusken,43,Flying,35,combusken,true,Combusken,Combusken,http://assets.pokemon.com/assets/cms2/img/pokedex/detail/256.png,combusken,fire
Speed Boost,/us/pokedex/blaziken,114.6,Psychic,75,blaziken,true,Blaziken,Blaziken,http://assets.pokemon.com/assets/cms2/img/pokedex/detail/257.png,blaziken,fire
Blaze,/us/pokedex/blaziken,114.6,Flying,75,blaziken,true,Blaziken,Blaziken,http://assets.pokemon.com/assets/cms2/img/pokedex/detail/257.png,blaziken,fire
Torrent,/us/pokedex/mudkip,16.8,Electric,16,mudkip,true,Mudkip,Mudkip,http://assets.pokemon.com/assets/cms2/img/pokedex/detail/258.png,mudkip,water
Torrent,/us/pokedex/marshtomp,61.7,Grass,28,marshtomp,true,Marshtomp,Marshtomp,http://assets.pokemon.com/assets/cms2/img/pokedex/detail/259.png,marshtomp,water
Swift Swim,/us/pokedex/swampert,224.9,Grass,75,swampert,true,Swampert,Swampert,http://assets.pokemon.com/assets/cms2/img/pokedex/detail/260.png,swampert,water
Torrent,/us/pokedex/swampert,180.6,Grass,59,swampert,true,Swampert,Swampert,http://assets.pokemon.com/assets/cms2/img/pokedex/detail/260.png,swampert,water
Quick Feet,/us/pokedex/poochyena,30,Fighting,20,poochyena,true,Poochyena,Poochyena,http://assets.pokemon.com/assets/cms2/img/pokedex/detail/261.png,poochyena,dark
Intimidate,/us/pokedex/mightyena,81.6,Fighting,39,mightyena,true,Mightyena,Mightyena,http://assets.pokemon.com/assets/cms2/img/pokedex/detail/262.png,mightyena,dark
Gluttony,/us/pokedex/zigzagoon,38.6,Fighting,16,zigzagoon,true,Zigzagoon,Zigzagoon,http://assets.pokemon.com/assets/cms2/img/pokedex/detail/263.png,zigzagoon,normal
Gluttony,/us/pokedex/linoone,71.6,Fighting,20,linoone,true,Linoone,Linoone,http://assets.pokemon.com/assets/cms2/img/pokedex/detail/264.png,linoone,normal
Shield Dust,/us/pokedex/wurmple,7.9,Fire,12,wurmple,true,Wurmple,Wurmple,http://assets.pokemon.com/assets/cms2/img/pokedex/detail/265.png,wurmple,bug
Shed Skin,/us/pokedex/silcoon,22,Fire,24,silcoon,true,Silcoon,Silcoon,http://assets.pokemon.com/assets/cms2/img/pokedex/detail/266.png,silcoon,bug
Swarm,/us/pokedex/beautifly,62.6,Rock,39,beautifly,true,Beautifly,Beautifly,http://assets.pokemon.com/assets/cms2/img/pokedex/detail/267.png,beautifly,bug
Shed Skin,/us/pokedex/cascoon,25.4,Fire,28,cascoon,true,Cascoon,Cascoon,http://assets.pokemon.com/assets/cms2/img/pokedex/detail/268.png,cascoon,bug
Shield Dust,/us/pokedex/dustox,69.7,Fire,47,dustox,true,Dustox,Dustox,http://assets.pokemon.com/assets/cms2/img/pokedex/detail/269.png,dustox,bug
Rain Dish,/us/pokedex/lotad,5.7,Bug,20,lotad,true,Lotad,Lotad,http://assets.pokemon.com/assets/cms2/img/pokedex/detail/270.png,lotad,water
Rain Dish,/us/pokedex/lombre,71.6,Bug,47,lombre,true,Lombre,Lombre,http://assets.pokemon.com/assets/cms2/img/pokedex/detail/271.png,lombre,water
Rain Dish,/us/pokedex/ludicolo,121.3,Bug,59,ludicolo,true,Ludicolo,Ludicolo,http://assets.pokemon.com/assets/cms2/img/pokedex/detail/272.png,ludicolo,water
Chlorophyll,/us/pokedex/seedot,8.8,Bug,20,seedot,true,Seedot,Seedot,http://assets.pokemon.com/assets/cms2/img/pokedex/detail/273.png,seedot,grass
Chlorophyll,/us/pokedex/nuzleaf,61.7,Bug,39,nuzleaf,true,Nuzleaf,Nuzleaf,http://assets.pokemon.com/assets/cms2/img/pokedex/detail/274.png,nuzleaf,grass
Chlorophyll,/us/pokedex/shiftry,131.4,Bug,51,shiftry,true,Shiftry,Shiftry,http://assets.pokemon.com/assets/cms2/img/pokedex/detail/275.png,shiftry,grass
Guts,/us/pokedex/taillow,5.1,Electric,12,taillow,true,Taillow,Taillow,http://assets.pokemon.com/assets/cms2/img/pokedex/detail/276.png,taillow,normal
Guts,/us/pokedex/swellow,43.7,Electric,28,swellow,true,Swellow,Swellow,http://assets.pokemon.com/assets/cms2/img/pokedex/detail/277.png,swellow,normal
Keen Eye,/us/pokedex/wingull,20.9,Electric,24,wingull,true,Wingull,Wingull,http://assets.pokemon.com/assets/cms2/img/pokedex/detail/278.png,wingull,water
Keen Eye,/us/pokedex/pelipper,61.7,Electric,47,pelipper,true,Pelipper,Pelipper,http://assets.pokemon.com/assets/cms2/img/pokedex/detail/279.png,pelipper,water
Synchronize,/us/pokedex/ralts,14.6,Ghost,16,ralts,true,Ralts,Ralts,http://assets.pokemon.com/assets/cms2/img/pokedex/detail/280.png,ralts,psychic
Synchronize,/us/pokedex/kirlia,44.5,Ghost,31,kirlia,true,Kirlia,Kirlia,http://assets.pokemon.com/assets/cms2/img/pokedex/detail/281.png,kirlia,psychic
Pixilate,/us/pokedex/gardevoir,106.7,Ghost,63,gardevoir,true,Gardevoir,Gardevoir,http://assets.pokemon.com/assets/cms2/img/pokedex/detail/282.png,gardevoir,psychic
Synchronize,/us/pokedex/gardevoir,106.7,Ghost,63,gardevoir,true,Gardevoir,Gardevoir,http://assets.pokemon.com/assets/cms2/img/pokedex/detail/282.png,gardevoir,psychic
Swift Swim,/us/pokedex/surskit,3.7,Electric,20,surskit,true,Surskit,Surskit,http://assets.pokemon.com/assets/cms2/img/pokedex/detail/283.png,surskit,bug
Intimidate,/us/pokedex/masquerain,7.9,Rock,31,masquerain,true,Masquerain,Masquerain,http://assets.pokemon.com/assets/cms2/img/pokedex/detail/284.png,masquerain,bug
Effect Spore,/us/pokedex/shroomish,9.9,Bug,16,shroomish,true,Shroomish,Shroomish,http://assets.pokemon.com/assets/cms2/img/pokedex/detail/285.png,shroomish,grass
Effect Spore,/us/pokedex/breloom,86.4,Flying,47,breloom,true,Breloom,Breloom,http://assets.pokemon.com/assets/cms2/img/pokedex/detail/286.png,breloom,grass
Truant,/us/pokedex/slakoth,52.9,Fighting,31,slakoth,true,Slakoth,Slakoth,http://assets.pokemon.com/assets/cms2/img/pokedex/detail/287.png,slakoth,normal
Vital Spirit,/us/pokedex/vigoroth,102.5,Fighting,55,vigoroth,true,Vigoroth,Vigoroth,http://assets.pokemon.com/assets/cms2/img/pokedex/detail/288.png,vigoroth,normal
Truant,/us/pokedex/slaking,287.7,Fighting,79,slaking,true,Slaking,Slaking,http://assets.pokemon.com/assets/cms2/img/pokedex/detail/289.png,slaking,normal
Compound Eyes,/us/pokedex/nincada,12.1,Fire,20,nincada,true,Nincada,Nincada,http://assets.pokemon.com/assets/cms2/img/pokedex/detail/290.png,nincada,bug
Speed Boost,/us/pokedex/ninjask,26.5,Rock,31,ninjask,true,Ninjask,Ninjask,http://assets.pokemon.com/assets/cms2/img/pokedex/detail/291.png,ninjask,bug
